Gaps of 0s and 1s (Length, Start Position, Gap Type):
Gap Type: 1, Length: 6, Start Position: X6022
Gap Type: 1, Length: 8, Start Position: X6029
Gap Type: 1, Length: 1, Start Position: X6038
Gap Type: 1, Length: 7, Start Position: X6040
Gap Type: 1, Length: 1, Start Position: X6049
Gap Type: 1, Length: 3, Start Position: X6052
Gap Type: 1, Length: 4, Start Position: X6058
Gap Type: 1, Length: 4, Start Position: X6064
Gap Type: 1, Length: 1, Start Position: X6069
Gap Type: 1, Length: 5, Start Position: X6071
Gap Type: 1, Length: 1, Start Position: X6078
Gap Type: 1, Length: 1, Start Position: X6081
Gap Type: 1, Length: 1, Start Position: X6083
Gap Type: 1, Length: 2, Start Position: X6089
Gap Type: 1, Length: 1, Start Position: X6095
Gap Type: 1, Length: 5, Start Position: X6098
Gap Type: 1, Length: 3, Start Position: X6104
Gap Type: 1, Length: 4, Start Position: X6108
Gap Type: 1, Length: 2, Start Position: X6114
Gap Type: 1, Length: 1, Start Position: X6117
Gap Type: 1, Length: 1, Start Position: X6119
Gap Type: 1, Length: 1, Start Position: X6123
Gap Type: 1, Length: 1, Start Position: X6125
Gap Type: 1, Length: 3, Start Position: X6130
Gap Type: 1, Length: 3, Start Position: X6134
Gap Type: 1, Length: 2, Start Position: X6138
Gap Type: 1, Length: 2, Start Position: X6141
Gap Type: 1, Length: 4, Start Position: X6144
Gap Type: 1, Length: 4, Start Position: X6150
Gap Type: 1, Length: 3, Start Position: X6155
Gap Type: 1, Length: 3, Start Position: X6159
Gap Type: 1, Length: 1, Start Position: X6164
Gap Type: 1, Length: 4, Start Position: X6169
Gap Type: 1, Length: 2, Start Position: X6174
Gap Type: 1, Length: 1, Start Position: X6177
Gap Type: 1, Length: 1, Start Position: X6180
Gap Type: 1, Length: 1, Start Position: X6184
Gap Type: 1, Length: 3, Start Position: X6187
Gap Type: 1, Length: 2, Start Position: X6191
Gap Type: 1, Length: 2, Start Position: X6195
Gap Type: 1, Length: 3, Start Position: X6201
Gap Type: 1, Length: 1, Start Position: X6205
Gap Type: 1, Length: 2, Start Position: X6214
Gap Type: 1, Length: 1, Start Position: X6217
Gap Type: 1, Length: 1, Start Position: X6219
Gap Type: 1, Length: 1, Start Position: X6221
Gap Type: 1, Length: 3, Start Position: X6223
Gap Type: 1, Length: 4, Start Position: X6229
Gap Type: 1, Length: 1, Start Position: X6234
Gap Type: 1, Length: 1, Start Position: X6236
Gap Type: 1, Length: 1, Start Position: X6238
Gap Type: 1, Length: 3, Start Position: X6241
Gap Type: 1, Length: 1, Start Position: X6246
Gap Type: 1, Length: 2, Start Position: X6249
Gap Type: 1, Length: 1, Start Position: X6252
Gap Type: 1, Length: 3, Start Position: X6256
Gap Type: 1, Length: 3, Start Position: X6260
Gap Type: 1, Length: 2, Start Position: X6264
Gap Type: 1, Length: 1, Start Position: X6267
Gap Type: 1, Length: 1, Start Position: X6270
Gap Type: 1, Length: 4, Start Position: X6273
Gap Type: 1, Length: 1, Start Position: X6278
Gap Type: 1, Length: 1, Start Position: X6280
Gap Type: 1, Length: 2, Start Position: X6282
Gap Type: 1, Length: 2, Start Position: X6287
Gap Type: 1, Length: 2, Start Position: X6292
Gap Type: 1, Length: 2, Start Position: X6295
Gap Type: 1, Length: 3, Start Position: X6298
Gap Type: 1, Length: 5, Start Position: X6303
Gap Type: 1, Length: 3, Start Position: X6309
Gap Type: 1, Length: 2, Start Position: X6315
Gap Type: 1, Length: 1, Start Position: X6318
Gap Type: 1, Length: 2, Start Position: X6322
Gap Type: 1, Length: 1, Start Position: X6325
Gap Type: 1, Length: 1, Start Position: X6331
Gap Type: 1, Length: 1, Start Position: X6333
Gap Type: 1, Length: 2, Start Position: X6335
Gap Type: 1, Length: 1, Start Position: X6340
Gap Type: 1, Length: 1, Start Position: X6343
Gap Type: 1, Length: 1, Start Position: X6348
Gap Type: 1, Length: 1, Start Position: X6350
Gap Type: 1, Length: 2, Start Position: X6355
Gap Type: 1, Length: 2, Start Position: X6358
Gap Type: 1, Length: 1, Start Position: X6362
Gap Type: 1, Length: 2, Start Position: X6364
Gap Type: 1, Length: 3, Start Position: X6369
Gap Type: 1, Length: 1, Start Position: X6374
Gap Type: 1, Length: 1, Start Position: X6377
Gap Type: 1, Length: 1, Start Position: X6383
Gap Type: 1, Length: 1, Start Position: X6386
Gap Type: 1, Length: 1, Start Position: X6389
Gap Type: 1, Length: 1, Start Position: X6393
Gap Type: 1, Length: 3, Start Position: X6398
Gap Type: 1, Length: 2, Start Position: X6402
Gap Type: 1, Length: 2, Start Position: X6407
Gap Type: 1, Length: 1, Start Position: X6410
Gap Type: 1, Length: 1, Start Position: X6414
Gap Type: 1, Length: 2, Start Position: X6416
Gap Type: 1, Length: 1, Start Position: X6419
Gap Type: 1, Length: 1, Start Position: X6421
Gap Type: 1, Length: 2, Start Position: X6423
Gap Type: 1, Length: 1, Start Position: X6427
Gap Type: 1, Length: 2, Start Position: X6429
Gap Type: 1, Length: 2, Start Position: X6433
Gap Type: 1, Length: 2, Start Position: X6436
Gap Type: 1, Length: 1, Start Position: X6439
Gap Type: 1, Length: 1, Start Position: X6444
Gap Type: 1, Length: 2, Start Position: X6446
Gap Type: 1, Length: 2, Start Position: X6449
Gap Type: 1, Length: 1, Start Position: X6452
Gap Type: 1, Length: 1, Start Position: X6455
Gap Type: 1, Length: 1, Start Position: X6457
Gap Type: 1, Length: 1, Start Position: X6459
Gap Type: 1, Length: 1, Start Position: X6461
Gap Type: 1, Length: 2, Start Position: X6464
Gap Type: 1, Length: 2, Start Position: X6468
Gap Type: 1, Length: 2, Start Position: X6471
Gap Type: 1, Length: 2, Start Position: X6474
Gap Type: 1, Length: 1, Start Position: X6479
Gap Type: 1, Length: 2, Start Position: X6481
Gap Type: 1, Length: 2, Start Position: X6488
Gap Type: 1, Length: 1, Start Position: X6492
Gap Type: 1, Length: 1, Start Position: X6495
Gap Type: 1, Length: 1, Start Position: X6498
Gap Type: 1, Length: 1, Start Position: X6501
Gap Type: 1, Length: 3, Start Position: X6503
Gap Type: 1, Length: 2, Start Position: X6507
Gap Type: 1, Length: 2, Start Position: X6510
Gap Type: 1, Length: 1, Start Position: X6519
Gap Type: 1, Length: 1, Start Position: X6521
Gap Type: 1, Length: 2, Start Position: X6524
Gap Type: 1, Length: 1, Start Position: X6527
Gap Type: 1, Length: 5, Start Position: X6529
Gap Type: 1, Length: 1, Start Position: X6535
Gap Type: 1, Length: 2, Start Position: X6540
Gap Type: 1, Length: 1, Start Position: X6545
Gap Type: 1, Length: 4, Start Position: X6551
Gap Type: 1, Length: 2, Start Position: X6556
Gap Type: 1, Length: 1, Start Position: X6561
Gap Type: 1, Length: 1, Start Position: X6565
Gap Type: 1, Length: 1, Start Position: X6567
Gap Type: 1, Length: 1, Start Position: X6570
Gap Type: 1, Length: 2, Start Position: X6573
Gap Type: 1, Length: 4, Start Position: X6576
Gap Type: 1, Length: 1, Start Position: X6581
Gap Type: 1, Length: 2, Start Position: X6585
Gap Type: 1, Length: 1, Start Position: X6589
Gap Type: 1, Length: 1, Start Position: X6592
Gap Type: 1, Length: 2, Start Position: X6594
Gap Type: 1, Length: 8, Start Position: X6598
Gap Type: 1, Length: 1, Start Position: X6607
Gap Type: 1, Length: 4, Start Position: X6610
Gap Type: 1, Length: 1, Start Position: X6616
Gap Type: 1, Length: 1, Start Position: X6619
Gap Type: 1, Length: 1, Start Position: X6621
Gap Type: 1, Length: 1, Start Position: X6623
Gap Type: 1, Length: 1, Start Position: X6626
Gap Type: 1, Length: 6, Start Position: X6628
Gap Type: 1, Length: 1, Start Position: X6635
Gap Type: 1, Length: 5, Start Position: X6639
Gap Type: 1, Length: 1, Start Position: X6647
Gap Type: 1, Length: 3, Start Position: X6650
Gap Type: 1, Length: 1, Start Position: X6654
Gap Type: 1, Length: 1, Start Position: X6657
Gap Type: 1, Length: 10, Start Position: X6659
Gap Type: 1, Length: 2, Start Position: X6671
Gap Type: 1, Length: 1, Start Position: X6674
Gap Type: 1, Length: 1, Start Position: X6677
Gap Type: 1, Length: 1, Start Position: X6679
Gap Type: 1, Length: 3, Start Position: X6681
Gap Type: 1, Length: 4, Start Position: X6685
Gap Type: 1, Length: 2, Start Position: X6691
Gap Type: 1, Length: 2, Start Position: X6694
Gap Type: 1, Length: 4, Start Position: X6697
Gap Type: 1, Length: 1, Start Position: X6702
Gap Type: 1, Length: 2, Start Position: X6704
Gap Type: 1, Length: 2, Start Position: X6707
Gap Type: 1, Length: 1, Start Position: X6710
Gap Type: 1, Length: 2, Start Position: X6712
Gap Type: 1, Length: 2, Start Position: X6723
Gap Type: 1, Length: 2, Start Position: X6726
Gap Type: 1, Length: 2, Start Position: X6729
Gap Type: 1, Length: 1, Start Position: X6732
Gap Type: 1, Length: 1, Start Position: X6736
Gap Type: 1, Length: 2, Start Position: X6738
Gap Type: 1, Length: 2, Start Position: X6742
Gap Type: 1, Length: 1, Start Position: X6745
Gap Type: 1, Length: 1, Start Position: X6747
Gap Type: 1, Length: 1, Start Position: X6751
Gap Type: 1, Length: 1, Start Position: X6753
Gap Type: 1, Length: 1, Start Position: X6755
Gap Type: 1, Length: 2, Start Position: X6762
Gap Type: 1, Length: 4, Start Position: X6765
Gap Type: 1, Length: 1, Start Position: X6770
Gap Type: 1, Length: 1, Start Position: X6772
Gap Type: 1, Length: 3, Start Position: X6778
Gap Type: 1, Length: 3, Start Position: X6782
Gap Type: 1, Length: 1, Start Position: X6786
Gap Type: 1, Length: 1, Start Position: X6788
Gap Type: 1, Length: 1, Start Position: X6790
Gap Type: 1, Length: 1, Start Position: X6792
Gap Type: 1, Length: 1, Start Position: X6794
Gap Type: 1, Length: 1, Start Position: X6797
Gap Type: 1, Length: 1, Start Position: X6799
Gap Type: 1, Length: 1, Start Position: X6802
Gap Type: 1, Length: 1, Start Position: X6804
Gap Type: 1, Length: 3, Start Position: X6806
Gap Type: 1, Length: 5, Start Position: X6812
Gap Type: 1, Length: 1, Start Position: X6823
Gap Type: 1, Length: 2, Start Position: X6825
Gap Type: 1, Length: 3, Start Position: X6831
Gap Type: 1, Length: 1, Start Position: X6837
Gap Type: 1, Length: 1, Start Position: X6841
Gap Type: 1, Length: 1, Start Position: X6844
Gap Type: 1, Length: 3, Start Position: X6846
Gap Type: 1, Length: 2, Start Position: X6850
Gap Type: 1, Length: 1, Start Position: X6854
Gap Type: 1, Length: 2, Start Position: X6857
Gap Type: 1, Length: 3, Start Position: X6860
Gap Type: 1, Length: 1, Start Position: X6868
Gap Type: 1, Length: 1, Start Position: X6871
Gap Type: 1, Length: 1, Start Position: X6875
Gap Type: 1, Length: 1, Start Position: X6877
Gap Type: 1, Length: 2, Start Position: X6881
Gap Type: 1, Length: 2, Start Position: X6887
Gap Type: 1, Length: 3, Start Position: X6892
Gap Type: 1, Length: 2, Start Position: X6896
Gap Type: 1, Length: 1, Start Position: X6901
Gap Type: 1, Length: 5, Start Position: X6907
Gap Type: 1, Length: 4, Start Position: X6913
Gap Type: 1, Length: 4, Start Position: X6919
Gap Type: 1, Length: 2, Start Position: X6924
Gap Type: 1, Length: 1, Start Position: X6927
Gap Type: 1, Length: 2, Start Position: X6929
Gap Type: 1, Length: 2, Start Position: X6933
Gap Type: 1, Length: 1, Start Position: X6937
Gap Type: 1, Length: 1, Start Position: X6939
Gap Type: 1, Length: 1, Start Position: X6943
Gap Type: 1, Length: 10, Start Position: X6945
Gap Type: 1, Length: 2, Start Position: X6956
Gap Type: 1, Length: 1, Start Position: X6961
Gap Type: 1, Length: 1, Start Position: X6970
Gap Type: 1, Length: 1, Start Position: X6974
Gap Type: 1, Length: 1, Start Position: X6977
Gap Type: 1, Length: 1, Start Position: X6979
Gap Type: 1, Length: 1, Start Position: X6981
Gap Type: 1, Length: 3, Start Position: X6984
Gap Type: 1, Length: 6, Start Position: X6988
Gap Type: 1, Length: 2, Start Position: X6997
Gap Type: 1, Length: 1, Start Position: X7000
Gap Type: 1, Length: 1, Start Position: X7003
Gap Type: 1, Length: 1, Start Position: X7006
Gap Type: 1, Length: 3, Start Position: X7008
Gap Type: 1, Length: 2, Start Position: X7012
Gap Type: 1, Length: 1, Start Position: X7017
Gap Type: 1, Length: 2, Start Position: X7019
Gap Type: 1, Length: 1, Start Position: X7022
Gap Type: 1, Length: 2, Start Position: X7025
Gap Type: 1, Length: 2, Start Position: X7028
Gap Type: 1, Length: 1, Start Position: X7032
Gap Type: 1, Length: 2, Start Position: X7034
Gap Type: 1, Length: 2, Start Position: X7038
Gap Type: 1, Length: 2, Start Position: X7042
Gap Type: 1, Length: 2, Start Position: X7045
Gap Type: 1, Length: 3, Start Position: X7048
Gap Type: 1, Length: 4, Start Position: X7052
Gap Type: 1, Length: 1, Start Position: X7058
Gap Type: 1, Length: 2, Start Position: X7060
Gap Type: 1, Length: 5, Start Position: X7067
Gap Type: 1, Length: 1, Start Position: X7075
Gap Type: 1, Length: 5, Start Position: X7078
Gap Type: 1, Length: 2, Start Position: X7084
Gap Type: 1, Length: 2, Start Position: X7087
Gap Type: 1, Length: 4, Start Position: X7094
Gap Type: 1, Length: 2, Start Position: X7099
Gap Type: 1, Length: 2, Start Position: X7102
Gap Type: 1, Length: 1, Start Position: X7106
Gap Type: 1, Length: 1, Start Position: X7108
Gap Type: 1, Length: 3, Start Position: X7110
Gap Type: 1, Length: 1, Start Position: X7115
Gap Type: 1, Length: 6, Start Position: X7117
Gap Type: 1, Length: 1, Start Position: X7124
Gap Type: 1, Length: 1, Start Position: X7126
Gap Type: 1, Length: 1, Start Position: X7131
Gap Type: 1, Length: 1, Start Position: X7133
Gap Type: 1, Length: 5, Start Position: X7135
Gap Type: 1, Length: 3, Start Position: X7143
Gap Type: 1, Length: 1, Start Position: X7150
Gap Type: 1, Length: 2, Start Position: X7152
Gap Type: 1, Length: 2, Start Position: X7155
Gap Type: 1, Length: 2, Start Position: X7158
Gap Type: 1, Length: 1, Start Position: X7161
Gap Type: 1, Length: 1, Start Position: X7164
Gap Type: 1, Length: 1, Start Position: X7166
Gap Type: 1, Length: 1, Start Position: X7168
Gap Type: 1, Length: 1, Start Position: X7171
Gap Type: 1, Length: 2, Start Position: X7174
Gap Type: 1, Length: 1, Start Position: X7177
Gap Type: 1, Length: 1, Start Position: X7182
Gap Type: 1, Length: 2, Start Position: X7185
Gap Type: 1, Length: 6, Start Position: X7189
Gap Type: 1, Length: 4, Start Position: X7197
Gap Type: 1, Length: 1, Start Position: X7204
Gap Type: 1, Length: 1, Start Position: X7206
Gap Type: 1, Length: 1, Start Position: X7208
Gap Type: 1, Length: 4, Start Position: X7210
Gap Type: 1, Length: 3, Start Position: X7216
Gap Type: 1, Length: 2, Start Position: X7221
Gap Type: 1, Length: 7, Start Position: X7228
Gap Type: 1, Length: 2, Start Position: X7236
Gap Type: 1, Length: 2, Start Position: X7239
Gap Type: 1, Length: 2, Start Position: X7245
Gap Type: 1, Length: 2, Start Position: X7249
Gap Type: 1, Length: 1, Start Position: X7252
Gap Type: 1, Length: 1, Start Position: X7256
Gap Type: 1, Length: 1, Start Position: X7258
Gap Type: 1, Length: 1, Start Position: X7261
Gap Type: 1, Length: 1, Start Position: X7265
Gap Type: 1, Length: 1, Start Position: X7268
Gap Type: 1, Length: 3, Start Position: X7271
Gap Type: 1, Length: 6, Start Position: X7276
Gap Type: 1, Length: 2, Start Position: X7283
Gap Type: 1, Length: 2, Start Position: X7287
Gap Type: 1, Length: 2, Start Position: X7290
Gap Type: 1, Length: 2, Start Position: X7293
Gap Type: 1, Length: 4, Start Position: X7296
Gap Type: 1, Length: 3, Start Position: X7303
Gap Type: 1, Length: 3, Start Position: X7307
Gap Type: 1, Length: 2, Start Position: X7314
Gap Type: 1, Length: 1, Start Position: X7323
Gap Type: 1, Length: 2, Start Position: X7325
Gap Type: 1, Length: 1, Start Position: X7328
Gap Type: 1, Length: 1, Start Position: X7331
Gap Type: 1, Length: 1, Start Position: X7333
Gap Type: 1, Length: 3, Start Position: X7337
Gap Type: 1, Length: 2, Start Position: X7347
Gap Type: 1, Length: 1, Start Position: X7350
Gap Type: 1, Length: 1, Start Position: X7353
Gap Type: 1, Length: 1, Start Position: X7356
Gap Type: 1, Length: 3, Start Position: X7358
Gap Type: 1, Length: 2, Start Position: X7363
Gap Type: 1, Length: 1, Start Position: X7366
Gap Type: 1, Length: 1, Start Position: X7368
Gap Type: 1, Length: 2, Start Position: X7371
Gap Type: 1, Length: 1, Start Position: X7376
Gap Type: 1, Length: 2, Start Position: X7379
Gap Type: 1, Length: 3, Start Position: X7383
Gap Type: 1, Length: 4, Start Position: X7389
Gap Type: 1, Length: 4, Start Position: X7394
Gap Type: 1, Length: 1, Start Position: X7399
Gap Type: 1, Length: 4, Start Position: X7403
Gap Type: 1, Length: 4, Start Position: X7409
Gap Type: 1, Length: 2, Start Position: X7414
Gap Type: 1, Length: 1, Start Position: X7418
Gap Type: 1, Length: 2, Start Position: X7422
Gap Type: 1, Length: 7, Start Position: X7426
Gap Type: 1, Length: 3, Start Position: X7434
Gap Type: 1, Length: 3, Start Position: X7439
Gap Type: 1, Length: 1, Start Position: X7444
Gap Type: 1, Length: 1, Start Position: X7448
Gap Type: 1, Length: 5, Start Position: X7450
Gap Type: 1, Length: 1, Start Position: X7456
Gap Type: 1, Length: 2, Start Position: X7462
Gap Type: 1, Length: 3, Start Position: X7465
Gap Type: 1, Length: 1, Start Position: X7470
Gap Type: 1, Length: 2, Start Position: X7472
Gap Type: 1, Length: 8, Start Position: X7475
Gap Type: 1, Length: 1, Start Position: X7488
Gap Type: 1, Length: 4, Start Position: X7490
Gap Type: 1, Length: 1, Start Position: X7495
Gap Type: 1, Length: 1, Start Position: X7497
Gap Type: 1, Length: 2, Start Position: X7502
Gap Type: 1, Length: 2, Start Position: X7505
Gap Type: 1, Length: 1, Start Position: X7508
Gap Type: 1, Length: 2, Start Position: X7510
Gap Type: 1, Length: 5, Start Position: X7514
Gap Type: 1, Length: 1, Start Position: X7520
Gap Type: 1, Length: 4, Start Position: X7522
Gap Type: 1, Length: 4, Start Position: X7537
Gap Type: 1, Length: 2, Start Position: X7544
Gap Type: 1, Length: 1, Start Position: X7547
Gap Type: 1, Length: 2, Start Position: X7550
Gap Type: 1, Length: 2, Start Position: X7553
Gap Type: 1, Length: 2, Start Position: X7558
Gap Type: 1, Length: 1, Start Position: X7561
Gap Type: 1, Length: 4, Start Position: X7568
Gap Type: 1, Length: 1, Start Position: X7573
Gap Type: 1, Length: 2, Start Position: X7576
Gap Type: 1, Length: 1, Start Position: X7579
Gap Type: 1, Length: 1, Start Position: X7583
Gap Type: 1, Length: 1, Start Position: X7585
Gap Type: 1, Length: 1, Start Position: X7587
Gap Type: 1, Length: 2, Start Position: X7590
Gap Type: 1, Length: 1, Start Position: X7593
Gap Type: 1, Length: 4, Start Position: X7597
Gap Type: 1, Length: 1, Start Position: X7603
Gap Type: 1, Length: 3, Start Position: X7606
Gap Type: 1, Length: 2, Start Position: X7610
Gap Type: 1, Length: 1, Start Position: X7615
Gap Type: 1, Length: 1, Start Position: X7618
Gap Type: 1, Length: 3, Start Position: X7621
Gap Type: 1, Length: 1, Start Position: X7625
Gap Type: 1, Length: 1, Start Position: X7628
Gap Type: 1, Length: 3, Start Position: X7631
Gap Type: 1, Length: 2, Start Position: X7635
Gap Type: 1, Length: 1, Start Position: X7638
Gap Type: 1, Length: 6, Start Position: X7640
Gap Type: 1, Length: 3, Start Position: X7652
Gap Type: 1, Length: 1, Start Position: X7656
Gap Type: 1, Length: 1, Start Position: X7661
Gap Type: 1, Length: 3, Start Position: X7663
Gap Type: 1, Length: 1, Start Position: X7667
Gap Type: 1, Length: 1, Start Position: X7669
Gap Type: 1, Length: 2, Start Position: X7671
Gap Type: 1, Length: 1, Start Position: X7674
Gap Type: 1, Length: 1, Start Position: X7676
Gap Type: 1, Length: 4, Start Position: X7678
Gap Type: 1, Length: 4, Start Position: X7686
Gap Type: 1, Length: 1, Start Position: X7691
Gap Type: 1, Length: 1, Start Position: X7693
Gap Type: 1, Length: 1, Start Position: X7695
Gap Type: 1, Length: 4, Start Position: X7697
Gap Type: 1, Length: 2, Start Position: X7703
Gap Type: 1, Length: 2, Start Position: X7706
Gap Type: 1, Length: 2, Start Position: X7709
Gap Type: 1, Length: 1, Start Position: X7712
Gap Type: 1, Length: 1, Start Position: X7716
Gap Type: 1, Length: 3, Start Position: X7719
Gap Type: 1, Length: 2, Start Position: X7723
Gap Type: 1, Length: 2, Start Position: X7726
Gap Type: 1, Length: 5, Start Position: X7730
Gap Type: 1, Length: 2, Start Position: X7736
Gap Type: 1, Length: 1, Start Position: X7739
Gap Type: 1, Length: 1, Start Position: X7741
Gap Type: 1, Length: 1, Start Position: X7744
Gap Type: 1, Length: 1, Start Position: X7747
Gap Type: 1, Length: 1, Start Position: X7749
Gap Type: 1, Length: 1, Start Position: X7751
Gap Type: 1, Length: 4, Start Position: X7756
Gap Type: 1, Length: 3, Start Position: X7761
Gap Type: 1, Length: 5, Start Position: X7765
Gap Type: 1, Length: 1, Start Position: X7772
Gap Type: 1, Length: 7, Start Position: X7775
Gap Type: 1, Length: 1, Start Position: X7784
Gap Type: 1, Length: 5, Start Position: X7786
Gap Type: 1, Length: 1, Start Position: X7794
Gap Type: 1, Length: 3, Start Position: X7796
Gap Type: 1, Length: 1, Start Position: X7800
Gap Type: 1, Length: 1, Start Position: X7802
Gap Type: 1, Length: 2, Start Position: X7804
Gap Type: 1, Length: 1, Start Position: X7810
Gap Type: 1, Length: 1, Start Position: X7812
Gap Type: 1, Length: 3, Start Position: X7815
Gap Type: 1, Length: 1, Start Position: X7822
Gap Type: 1, Length: 4, Start Position: X7826
Gap Type: 1, Length: 2, Start Position: X7832
Gap Type: 1, Length: 2, Start Position: X7837
Gap Type: 1, Length: 1, Start Position: X7841
Gap Type: 1, Length: 5, Start Position: X7843
Gap Type: 1, Length: 3, Start Position: X7849
Gap Type: 1, Length: 1, Start Position: X7854
Gap Type: 1, Length: 1, Start Position: X7858
Gap Type: 1, Length: 1, Start Position: X7860
Gap Type: 1, Length: 1, Start Position: X7870
Gap Type: 1, Length: 2, Start Position: X7873
Gap Type: 1, Length: 1, Start Position: X7876
Gap Type: 1, Length: 2, Start Position: X7880
Gap Type: 1, Length: 2, Start Position: X7883
Gap Type: 1, Length: 3, Start Position: X7888
Gap Type: 1, Length: 1, Start Position: X7893
Gap Type: 1, Length: 1, Start Position: X7896
Gap Type: 1, Length: 3, Start Position: X7903
Gap Type: 1, Length: 1, Start Position: X7909
Gap Type: 1, Length: 1, Start Position: X7914
Gap Type: 1, Length: 12, Start Position: X7916
Gap Type: 1, Length: 3, Start Position: X7930
Gap Type: 1, Length: 4, Start Position: X7936
Gap Type: 1, Length: 1, Start Position: X7942
Gap Type: 1, Length: 1, Start Position: X7944
Gap Type: 1, Length: 1, Start Position: X7947
Gap Type: 1, Length: 1, Start Position: X7949
Gap Type: 1, Length: 6, Start Position: X7951
Gap Type: 1, Length: 1, Start Position: X7958
Gap Type: 1, Length: 1, Start Position: X7960
Gap Type: 1, Length: 1, Start Position: X7962
Gap Type: 1, Length: 1, Start Position: X7970
Gap Type: 1, Length: 1, Start Position: X7972
Gap Type: 1, Length: 1, Start Position: X7974
Gap Type: 1, Length: 6, Start Position: X7976
Gap Type: 1, Length: 2, Start Position: X7984
Gap Type: 1, Length: 1, Start Position: X7987
Gap Type: 1, Length: 1, Start Position: X7989
Gap Type: 1, Length: 4, Start Position: X7991
Gap Type: 1, Length: 2, Start Position: X7996
Gap Type: 1, Length: 3, Start Position: X8003
Gap Type: 1, Length: 2, Start Position: X8008
Gap Type: 1, Length: 1, Start Position: X8012
Gap Type: 1, Length: 1, Start Position: X8014
Gap Type: 1, Length: 5, Start Position: X8017
Gap Type: 1, Length: 2, Start Position: X8024
Gap Type: 1, Length: 1, Start Position: X8027
Gap Type: 1, Length: 2, Start Position: X8030
Gap Type: 1, Length: 2, Start Position: X8033
Gap Type: 1, Length: 1, Start Position: X8040
Gap Type: 1, Length: 2, Start Position: X8044
Gap Type: 1, Length: 2, Start Position: X8049
Gap Type: 1, Length: 1, Start Position: X8052
Gap Type: 1, Length: 2, Start Position: X8056
Gap Type: 1, Length: 1, Start Position: X8059
Gap Type: 1, Length: 1, Start Position: X8061
Gap Type: 1, Length: 1, Start Position: X8063
Gap Type: 1, Length: 1, Start Position: X8065
Gap Type: 1, Length: 1, Start Position: X8067
Gap Type: 1, Length: 2, Start Position: X8071
Gap Type: 1, Length: 1, Start Position: X8076
Gap Type: 1, Length: 1, Start Position: X8080
Gap Type: 1, Length: 1, Start Position: X8082
Gap Type: 1, Length: 2, Start Position: X8084
Gap Type: 1, Length: 1, Start Position: X8087
Gap Type: 1, Length: 3, Start Position: X8089
Gap Type: 1, Length: 1, Start Position: X8095
Gap Type: 1, Length: 1, Start Position: X8098
Gap Type: 1, Length: 2, Start Position: X8101
Gap Type: 1, Length: 8, Start Position: X8104
Gap Type: 1, Length: 5, Start Position: X8113
Gap Type: 1, Length: 1, Start Position: X8119
Gap Type: 1, Length: 3, Start Position: X8125
Gap Type: 1, Length: 10, Start Position: X8129
Gap Type: 1, Length: 2, Start Position: X8140
Gap Type: 1, Length: 3, Start Position: X8143
Gap Type: 1, Length: 1, Start Position: X8149
Gap Type: 1, Length: 3, Start Position: X8151
Gap Type: 1, Length: 3, Start Position: X8159
Gap Type: 1, Length: 1, Start Position: X8165
Gap Type: 1, Length: 1, Start Position: X8169
Gap Type: 1, Length: 1, Start Position: X8172
Gap Type: 1, Length: 1, Start Position: X8174
Gap Type: 1, Length: 1, Start Position: X8176
Gap Type: 1, Length: 3, Start Position: X8178
Gap Type: 1, Length: 3, Start Position: X8182
Gap Type: 1, Length: 4, Start Position: X8187
Gap Type: 1, Length: 1, Start Position: X8193
Gap Type: 1, Length: 1, Start Position: X8201
Gap Type: 1, Length: 1, Start Position: X8205
Gap Type: 1, Length: 1, Start Position: X8209
Gap Type: 1, Length: 1, Start Position: X8211
Gap Type: 1, Length: 1, Start Position: X8213
Gap Type: 1, Length: 3, Start Position: X8215
Gap Type: 1, Length: 1, Start Position: X8220
Gap Type: 1, Length: 1, Start Position: X8222
Gap Type: 1, Length: 1, Start Position: X8225
Gap Type: 1, Length: 1, Start Position: X8227
Gap Type: 1, Length: 2, Start Position: X8229
Gap Type: 1, Length: 3, Start Position: X8234
Gap Type: 1, Length: 2, Start Position: X8238
Gap Type: 1, Length: 2, Start Position: X8243
Gap Type: 1, Length: 2, Start Position: X8249
Gap Type: 1, Length: 2, Start Position: X8252
Gap Type: 1, Length: 5, Start Position: X8255
Gap Type: 1, Length: 1, Start Position: X8261
Gap Type: 1, Length: 1, Start Position: X8263
Gap Type: 1, Length: 2, Start Position: X8265
Gap Type: 1, Length: 1, Start Position: X8269
Gap Type: 1, Length: 1, Start Position: X8271
Gap Type: 1, Length: 3, Start Position: X8273
Gap Type: 1, Length: 1, Start Position: X8278
Gap Type: 1, Length: 5, Start Position: X8280
Gap Type: 1, Length: 2, Start Position: X8286
Gap Type: 1, Length: 1, Start Position: X8290
Gap Type: 1, Length: 2, Start Position: X8292
Gap Type: 1, Length: 2, Start Position: X8296
Gap Type: 1, Length: 1, Start Position: X8299
Gap Type: 1, Length: 1, Start Position: X8303
Gap Type: 1, Length: 1, Start Position: X8305
Gap Type: 1, Length: 1, Start Position: X8310
Gap Type: 1, Length: 2, Start Position: X8313
Gap Type: 1, Length: 1, Start Position: X8316
Gap Type: 1, Length: 1, Start Position: X8318
Gap Type: 1, Length: 2, Start Position: X8320
Gap Type: 1, Length: 1, Start Position: X8323
Gap Type: 1, Length: 1, Start Position: X8328
Gap Type: 1, Length: 2, Start Position: X8330
